City_ID,City,Latitude,Longitude,Max Temp (C),Humidity (g per kg),Cloudiness (%),Wind Speed (m per s),Country,Date
271,Portland,45.5234,-122.6762,24.80000000000001,50,75,3.09,US,2023-07-25 14:56:12
272,Ust-Nera,64.5667,143.2,14.410000000000025,82,100,1.7,RU,2023-07-25 14:57:56
273,Chandbali,20.7833,86.7667,28.680000000000007,81,60,6.72,IN,2023-07-25 14:57:56
274,Longboat Key,27.4125,-82.659,35.610000000000014,55,0,3.09,US,2023-07-25 14:57:57
275,Dakhla,23.6848,-15.958,24.010000000000048,69,8,12.86,EH,2023-07-25 14:57:57
276,Egra,50.0796,12.3739,14.970000000000027,97,100,4.29,CZ,2023-07-25 14:57:39
277,Soio,-6.1349,12.3689,21.82000000000005,83,0,3.13,AO,2023-07-25 14:57:57
278,Guercif,34.2257,-3.3536,32.51000000000005,23,4,6.14,MA,2023-07-25 14:57:57
279,San Jose Del Guaviare,2.5729,-72.6459,30.230000000000018,60,79,2.04,CO,2023-07-25 14:57:58
280,Hobyo,5.3505,48.5268,24.939999999999998,82,64,12.03,SO,2023-07-25 14:57:58
281,Choibalsan,48.0667,114.5,18.010000000000048,61,53,1.81,MN,2023-07-25 14:57:58
282,Monrovia,6.3005,-10.7969,26.870000000000005,91,100,2.69,LR,2023-07-25 14:57:58
283,Radlje Ob Dravi,46.6142,15.2264,19.410000000000025,99,91,0.42,SI,2023-07-25 14:57:59
284,Thinadhoo,0.5333,72.9333,28.24000000000001,78,100,6.41,MV,2023-07-25 14:57:59
285,Kailua-Kona,19.6406,-155.9956,28.49000000000001,80,20,2.24,US,2023-07-25 14:53:54
286,Tralee,52.2704,-9.7026,16.730000000000018,79,19,1.43,IE,2023-07-25 14:57:59
287,Broceni,56.7,22.5333,13.980000000000018,92,100,2.69,LV,2023-07-25 14:58:01
288,Gubat,12.9206,124.1231,27.060000000000002,85,100,8.94,PH,2023-07-25 14:58:01
289,Fada,9.5667,8.3,21.55000000000001,96,21,1.33,NG,2023-07-25 14:58:02
290,Yuzhno-Kurilsk,44.0306,145.8556,18.200000000000045,99,21,0.24,RU,2023-07-25 14:58:02
291,Laojunmiao,39.8333,97.7333,23.28000000000003,26,98,2.08,CN,2023-07-25 14:58:03
292,El Naranjo,21.4667,-98.6,29.310000000000002,63,98,1.62,MX,2023-07-25 14:58:04
293,Hua Hin,12.5707,99.9588,25.74000000000001,82,95,3.04,TH,2023-07-25 14:58:04
294,Malango,-2.9627,119.9001,18.350000000000023,97,44,0.72,ID,2023-07-25 14:58:04
295,Dunedin,-45.8742,170.5036,6.0,69,80,5.36,NZ,2023-07-25 14:58:05
296,Prabumulih,-3.45,104.25,22.730000000000018,99,21,1.3,ID,2023-07-25 14:58:06
297,Paphos,34.7667,32.4167,28.879999999999995,32,0,2.06,CY,2023-07-25 14:58:06
298,Colon,9.3592,-79.9014,26.660000000000025,84,100,4.48,PA,2023-07-25 14:58:07
299,Urengoy,65.9667,78.3667,21.24000000000001,60,100,5.32,RU,2023-07-25 14:58:08
300,Kapit,2.0167,112.9333,23.460000000000036,92,25,0.28,MY,2023-07-25 14:58:09
301,Palu,-0.8917,119.8707,24.200000000000045,94,2,1.12,ID,2023-07-25 14:58:09
302,Zeya,53.75,127.2667,13.930000000000007,88,25,1.27,RU,2023-07-25 14:58:10
303,Salta,-24.7859,-65.4117,17.33000000000004,48,0,3.6,AR,2023-07-25 14:58:10
304,Walvis Bay,-22.9575,14.5053,12.53000000000003,82,0,2.57,NA,2023-07-25 14:58:10
305,Newman,37.3138,-121.0208,32.81,13,3,2.08,US,2023-07-25 14:58:10
306,Gargalianoi,37.0667,21.6333,28.53000000000003,47,0,1.37,GR,2023-07-25 14:58:11
307,Murun-Kuren,49.6342,100.1625,10.600000000000023,77,58,1.79,MN,2023-07-25 14:58:11
308,Hamilton,39.1834,-84.5333,32.22000000000003,52,0,3.09,US,2023-07-25 14:58:11
309,Midvagur,62.0511,-7.1939,10.460000000000036,81,100,6.17,FO,2023-07-25 14:58:12
310,Kone,-21.0595,164.8658,16.710000000000036,80,40,3.68,NC,2023-07-25 14:58:12
311,Flying Fish Cove,-10.4217,105.6791,23.82000000000005,94,100,3.6,CX,2023-07-25 14:58:12
312,Vuktyl,63.8567,57.3094,15.150000000000034,90,47,2.33,RU,2023-07-25 14:58:13
313,Saint-Philippe,-21.3585,55.7679,21.77000000000004,80,43,1.14,RE,2023-07-25 14:58:13
314,Moose Jaw,50.4001,-105.5344,32.150000000000034,19,75,8.75,CA,2023-07-25 14:58:13
315,Iskateley,67.6803,53.1512,17.05000000000001,69,43,4.14,RU,2023-07-25 14:58:13
316,Codrington,-38.2667,141.9667,6.420000000000016,94,98,3.24,AU,2023-07-25 14:58:14
317,Zapolyarnyy,69.4154,30.8136,9.600000000000023,96,100,1.87,RU,2023-07-25 14:58:14
318,Petropavlovsk-Kamchatsky,53.0452,158.6483,12.330000000000041,100,20,1.0,RU,2023-07-25 14:58:14
319,Kenai,60.5544,-151.2583,14.490000000000009,82,20,5.14,US,2023-07-25 14:58:14
320,Eschwege,51.1833,10.0667,16.379999999999995,67,100,2.56,DE,2023-07-25 14:58:14
321,Greymouth,-42.4667,171.2,5.170000000000016,89,88,2.26,NZ,2023-07-25 14:58:15
322,Mount Gambier,-37.8333,140.7667,5.840000000000032,97,100,2.24,AU,2023-07-25 14:56:29
323,Ishimbay,53.4545,56.0415,17.58000000000004,72,100,0.7,RU,2023-07-25 14:58:15
324,Krasnaya Gorbatka,55.8703,41.7641,17.060000000000002,91,100,2.24,RU,2023-07-25 14:58:15
325,Susanville,40.4163,-120.653,28.960000000000036,18,0,2.57,US,2023-07-25 14:56:09
326,Sanctuary Point,-35.1114,150.629,7.960000000000036,91,10,2.47,AU,2023-07-25 14:58:16
327,Zouerate,22.7187,-12.4521,39.25,10,34,6.82,MR,2023-07-25 14:58:16
328,Oranjemund,-28.55,16.4333,14.170000000000016,73,100,6.17,NA,2023-07-25 14:58:16
329,Rexburg,43.826,-111.7897,27.52000000000004,29,0,6.69,US,2023-07-25 14:56:00
330,Kudahuvadhoo,2.6708,72.8944,28.220000000000027,78,98,4.54,MV,2023-07-25 14:58:17
331,Inhambane,-23.865,35.3833,16.99000000000001,77,20,1.54,MZ,2023-07-25 14:58:17
332,Oriximina,-1.7656,-55.8661,34.19,34,17,2.92,BR,2023-07-25 14:55:54
333,Praia,14.9215,-23.5087,26.30000000000001,89,100,6.17,CV,2023-07-25 14:58:18
334,Tilcara,-23.5776,-65.3509,15.900000000000034,14,0,2.95,AR,2023-07-25 14:58:18
335,Brookings,44.3114,-96.7984,32.19,60,0,6.69,US,2023-07-25 14:58:18
336,Paita,-5.0892,-81.1144,24.890000000000043,68,100,7.12,PE,2023-07-25 14:58:19
337,Pasuquin,18.3328,120.6177,26.970000000000027,94,100,11.32,PH,2023-07-25 14:58:19
338,Goz Beida,13.95,20.55,34.02000000000004,32,39,5.68,TD,2023-07-25 14:58:19
339,Ben Gardane,33.1378,11.2197,37.31,26,21,4.66,TN,2023-07-25 14:58:19
340,Cadale,2.7603,46.3222,25.430000000000007,78,94,8.77,SO,2023-07-25 14:58:20
341,Sao Paulo De Olivenca,-3.3783,-68.8725,30.730000000000018,56,100,0.42,BR,2023-07-25 14:58:20
342,Sechura,-5.5569,-80.8222,27.29000000000002,56,100,5.69,PE,2023-07-25 14:58:20
343,Santa Rosa,14.3122,121.1114,26.710000000000036,97,100,10.33,PH,2023-07-25 14:55:11
344,Matane,48.8286,-67.522,20.82000000000005,77,60,4.89,CA,2023-07-25 14:58:21
345,Candelaria,13.9311,121.4233,26.33000000000004,90,100,7.12,PH,2023-07-25 14:58:21
346,Tindouf,27.6711,-8.1474,41.25,10,0,9.26,DZ,2023-07-25 14:56:58
347,Revda,56.801,59.9303,14.28000000000003,77,100,1.39,RU,2023-07-25 14:58:21
348,Tegueste,28.5167,-16.3167,23.379999999999995,77,20,6.17,ES,2023-07-25 14:58:22
349,Rabo De Peixe,37.8,-25.5833,22.730000000000018,78,75,3.6,PT,2023-07-25 14:58:22
350,Katsuren-Haebaru,26.3369,127.8719,29.210000000000036,85,20,8.23,JP,2023-07-25 14:58:23
351,Zaozersk,69.4005,32.4476,9.910000000000025,96,100,2.01,RU,2023-07-25 14:58:24
352,Ath Thawrah,35.8469,38.5443,33.420000000000016,26,0,10.01,SY,2023-07-25 14:58:24
353,Klaksvik,62.2266,-6.589,10.510000000000048,86,100,5.35,FO,2023-07-25 14:58:24
354,Antsohihy,-14.8796,47.9875,21.390000000000043,87,44,1.52,MG,2023-07-25 14:58:25
355,Farap,39.1704,63.6116,34.0,20,0,4.12,TM,2023-07-25 14:58:25
356,Anadarko,35.0726,-98.2437,37.0,17,99,7.96,US,2023-07-25 14:58:26
357,Bargaal,11.2864,51.0773,27.850000000000023,62,8,12.62,SO,2023-07-25 14:58:26
358,Necochea,-38.5473,-58.7368,10.980000000000018,69,100,4.85,AR,2023-07-25 14:58:27
359,Okhotsk,59.3833,143.3,13.560000000000002,91,100,2.95,RU,2023-07-25 14:58:27
360,Selfoss,63.9331,-20.9971,12.620000000000005,80,99,3.77,IS,2023-07-25 14:58:27
361,Lompoc,34.6391,-120.4579,36.120000000000005,61,40,3.09,US,2023-07-25 14:58:28
362,Missoula,47.0166,-113.8009,23.689999999999998,41,2,5.26,US,2023-07-25 14:58:28
363,Whakatane,-37.9585,176.9854,9.870000000000005,89,98,1.34,NZ,2023-07-25 14:58:28
364,Bemidji,47.4736,-94.8803,30.590000000000032,57,0,3.6,US,2023-07-25 14:58:28
365,Durres,41.3231,19.4414,33.10000000000002,51,100,11.79,AL,2023-07-25 14:58:29
366,Ukata,10.8312,5.8249,25.379999999999995,79,56,2.44,NG,2023-07-25 14:58:29
367,Angarsk,52.5367,103.8864,16.400000000000034,96,100,1.61,RU,2023-07-25 14:58:29
368,Napanee,44.2501,-76.9494,27.189999999999998,46,100,4.33,CA,2023-07-25 14:58:29
369,Rio Grande,-32.035,-52.0986,16.060000000000002,93,100,5.95,BR,2023-07-25 14:58:30
370,Sao Vicente,-23.9631,-46.3919,30.710000000000036,76,39,2.68,BR,2023-07-25 14:56:32
371,Kuanda,56.3161,116.0806,16.700000000000045,77,16,0.93,RU,2023-07-25 14:58:30
372,Anzio,41.4853,12.6179,28.700000000000045,64,0,9.2,IT,2023-07-25 14:58:30
373,Douentza,14.9951,-2.9517,33.33000000000004,41,13,0.48,ML,2023-07-25 14:58:31
374,Paramonga,-10.6667,-77.8333,22.370000000000005,70,18,5.67,PE,2023-07-25 14:58:31
375,Huarmey,-10.0681,-78.1522,23.5,67,33,5.56,PE,2023-07-25 14:58:31
376,Itoman,26.1247,127.6694,29.210000000000036,92,75,8.23,JP,2023-07-25 14:58:32
377,Queenstown,-31.8976,26.8753,10.520000000000039,17,100,2.42,ZA,2023-07-25 14:58:32
378,Ancud,-41.8697,-73.8203,10.04000000000002,85,9,7.07,CL,2023-07-25 14:58:32
379,Fengxiang,47.5833,130.8333,18.510000000000048,85,7,2.6,CN,2023-07-25 14:58:32
380,Petropavlovka,50.6114,105.3196,14.28000000000003,89,43,1.6,RU,2023-07-25 14:58:32
381,Kolonia,50.9333,6.95,19.420000000000016,63,20,3.6,DE,2023-07-25 14:56:22
382,Ola,59.5833,151.2833,12.560000000000002,90,27,1.49,RU,2023-07-25 14:58:33
383,Bubaque,11.2833,-15.8333,27.760000000000048,76,100,4.61,GW,2023-07-25 14:58:33
384,Lahad Datu,5.0268,118.327,25.28000000000003,89,100,1.29,MY,2023-07-25 14:58:33
385,Kourou,5.1552,-52.6478,27.03000000000003,70,90,4.61,GF,2023-07-25 14:58:34
386,Karatas,36.582,35.3701,29.360000000000014,73,0,2.61,TR,2023-07-25 14:58:34
387,Makokou,0.5738,12.8642,24.77000000000004,72,100,1.37,GA,2023-07-25 14:58:34
388,Ilek,51.5271,53.3831,20.29000000000002,75,100,1.22,RU,2023-07-25 14:58:34
389,Brezina,33.0989,1.2608,36.74000000000001,9,1,4.66,DZ,2023-07-25 14:58:35
390,Mandalgovi,45.7625,106.2708,15.370000000000005,72,5,3.67,MN,2023-07-25 14:58:35
391,Ulanhot,46.0833,122.0833,21.52000000000004,75,59,1.73,CN,2023-07-25 14:58:35
392,North Bend,43.4065,-124.2243,21.25,88,100,5.14,US,2023-07-25 14:57:14
393,Hasaki,35.7333,140.8333,24.610000000000014,89,45,3.0,JP,2023-07-25 14:58:35
394,Gutao,37.2025,112.1781,22.78000000000003,65,0,1.59,CN,2023-07-25 14:58:36
395,Prince Rupert,54.3161,-130.3201,13.050000000000011,100,100,4.63,CA,2023-07-25 14:58:36
396,Hadleigh,51.5527,0.6098,19.600000000000023,51,0,3.09,GB,2023-07-25 14:58:36
397,Maun,-19.9833,23.4167,21.980000000000018,94,0,3.09,BW,2023-07-25 14:58:36
398,Soro,21.2881,86.6858,28.150000000000034,84,96,6.11,IN,2023-07-25 14:58:37
399,Khandyga,62.6667,135.6,14.850000000000023,98,15,1.68,RU,2023-07-25 14:58:37
400,Kavarna,43.4333,28.3333,25.79000000000002,83,9,8.42,BG,2023-07-25 14:58:37
401,Kupang,-10.1667,123.5833,21.930000000000007,78,17,6.11,ID,2023-07-25 14:58:37
402,Erzincan,39.75,39.5,17.379999999999995,76,0,3.24,TR,2023-07-25 14:58:37
403,Tipasa,36.5897,2.4475,26.79000000000002,77,0,1.51,DZ,2023-07-25 14:58:38
404,Bontang,0.1333,117.5,24.590000000000032,90,14,3.18,ID,2023-07-25 14:58:38
405,Buurhakaba,2.8026,44.0781,24.110000000000014,66,62,8.67,SO,2023-07-25 14:58:38
406,Hillside,40.7012,-74.2301,29.960000000000036,69,100,6.17,US,2023-07-25 14:58:38
407,Palmer,42.1584,-72.3287,31.80000000000001,67,100,1.92,US,2023-07-25 14:58:39
408,Kuusamo,65.9667,29.1833,11.53000000000003,95,100,1.96,FI,2023-07-25 14:58:39
409,Kenora,49.8167,-94.4337,20.54000000000002,88,75,2.57,CA,2023-07-25 14:58:39
410,Baiti,13.745,-14.7482,32.72000000000003,57,100,1.47,SN,2023-07-25 14:58:39
411,Haiku-Pauwela,20.9219,-156.3051,26.760000000000048,70,40,9.26,US,2023-07-25 14:58:40
412,Tiaong,13.9536,121.3161,26.470000000000027,91,100,6.77,PH,2023-07-25 14:58:40
413,Naifaru,5.4444,73.3657,27.879999999999995,79,100,2.69,MV,2023-07-25 14:58:40
414,Trenggalek,-8.05,111.7167,22.200000000000045,97,100,1.77,ID,2023-07-25 14:58:40
415,Ta`U,-14.2336,-169.5144,25.390000000000043,70,26,4.56,AS,2023-07-25 14:58:40
416,Magadan,59.5667,150.8,12.129999999999995,92,27,2.44,RU,2023-07-25 14:58:41
417,Dolinsk,47.35,142.8,17.200000000000045,97,100,1.76,RU,2023-07-25 14:58:41
418,Aykhal,66.0,111.5,16.680000000000007,69,100,2.35,RU,2023-07-25 14:58:46
419,Pak Phanang,8.3511,100.202,26.950000000000045,77,100,2.76,TH,2023-07-25 14:58:46
420,Noumea,-22.2763,166.4572,20.560000000000002,99,99,6.26,NC,2023-07-25 14:58:47
421,Nagod,24.5667,80.6,30.600000000000023,65,73,2.2,IN,2023-07-25 14:58:48
422,Maisi,43.0395,41.2621,18.150000000000034,89,89,1.19,GE,2023-07-25 14:58:48
423,Tateyama,34.9833,139.8667,25.480000000000018,91,95,2.58,JP,2023-07-25 14:58:49
424,Attleborough,52.5129,-1.4549,17.460000000000036,60,21,1.79,GB,2023-07-25 14:58:49
425,Tidjikja,18.5564,-11.4271,40.14000000000004,15,22,1.67,MR,2023-07-25 14:58:49
426,Ati,13.2154,18.3353,35.870000000000005,29,58,3.4,TD,2023-07-25 14:58:50
427,Playas,-2.6333,-80.3833,26.910000000000025,74,4,5.66,EC,2023-07-25 14:58:50
428,Bassila,9.0081,1.6654,23.340000000000032,93,15,1.17,BJ,2023-07-25 14:58:50
429,Shangmei,27.7428,111.2956,24.700000000000045,96,100,0.25,CN,2023-07-25 14:58:51
430,Alexandria,31.2156,29.9553,38.98000000000002,44,0,4.63,EG,2023-07-25 14:55:04
431,Namtsy,62.7161,129.6658,12.120000000000005,67,8,2.24,RU,2023-07-25 14:58:51
432,Guajara,-2.9667,-57.6667,36.72000000000003,25,5,1.84,BR,2023-07-25 14:58:51
433,Yuanping,38.7153,112.7575,20.57000000000005,77,10,0.64,CN,2023-07-25 14:58:51
434,Labrador City,52.9463,-66.9114,17.950000000000045,77,75,4.63,CA,2023-07-25 14:58:52
435,Boyolangu,-8.1181,111.8935,21.850000000000023,97,80,1.78,ID,2023-07-25 14:58:52
436,Mulchen,-37.7167,-72.2333,11.920000000000016,82,99,3.32,CL,2023-07-25 14:58:52
437,South Lake Tahoe,38.9332,-119.9844,29.58000000000004,19,0,3.09,US,2023-07-25 14:58:14
438,Beaufort West,-32.3567,22.583,14.0,23,43,2.46,ZA,2023-07-25 14:58:52
439,Cabedelo,-6.9811,-34.8339,28.370000000000005,72,100,6.68,BR,2023-07-25 14:54:30
440,Kitui,-1.367,38.0106,18.730000000000018,63,11,4.83,KE,2023-07-25 14:58:53
441,Cooma,-36.2333,149.1333,0.4200000000000159,81,66,0.53,AU,2023-07-25 14:58:53
442,Tutoia,-2.7619,-42.2744,28.52000000000004,62,100,4.44,BR,2023-07-25 14:58:54
443,Stjordalshalsen,63.4681,10.9262,16.03000000000003,88,75,2.06,NO,2023-07-25 14:58:54
444,Lashio,22.9333,97.75,20.260000000000048,99,98,0.36,MM,2023-07-25 14:58:54
445,Trondheim,63.4305,10.3951,16.07000000000005,92,100,0.69,NO,2023-07-25 14:58:54
446,Alice Springs,-23.7,133.8833,6.75,65,0,3.09,AU,2023-07-25 14:58:54
447,Okakarara,-20.5833,17.4333,17.189999999999998,19,0,3.2,NA,2023-07-25 14:58:55
448,Happy Valley-Goose Bay,53.3168,-60.3315,22.170000000000016,73,20,4.63,CA,2023-07-25 14:58:55
449,Gelendost,38.1208,31.0153,23.77000000000004,30,0,3.0,TR,2023-07-25 14:58:55
450,Holma,9.9008,13.0567,25.680000000000007,67,100,0.95,NG,2023-07-25 14:58:55
451,Kassala,15.451,36.4,32.68000000000001,45,78,7.15,SD,2023-07-25 14:56:06
452,Nishinoomote,30.7333,131.0,27.720000000000027,84,99,5.07,JP,2023-07-25 14:58:55
453,Suntar,62.1444,117.6319,15.82000000000005,92,84,2.18,RU,2023-07-25 14:58:56
454,Caconda,-13.7333,15.0667,18.77000000000004,18,98,1.43,AO,2023-07-25 14:58:56
455,Yaren,-0.5472,166.916,28.110000000000014,79,48,3.5,NR,2023-07-25 14:58:56
456,Guaruja,-23.9931,-46.2564,27.689999999999998,69,6,2.68,BR,2023-07-25 14:58:56
457,Zabaykal'Sk,49.6333,117.3167,18.010000000000048,72,100,0.57,RU,2023-07-25 14:58:57
458,Motygino,58.1831,94.7592,16.939999999999998,98,100,0.57,RU,2023-07-25 14:58:57
459,Uribia,11.7139,-72.266,34.72000000000003,43,15,9.95,CO,2023-07-25 14:58:57
460,Madimba,-10.4,40.3333,23.620000000000005,83,20,6.17,TZ,2023-07-25 14:58:57
461,Bonthe,7.5264,-12.505,23.950000000000045,95,100,2.73,SL,2023-07-25 14:58:57
462,Margate,51.3813,1.3862,18.260000000000048,69,100,1.79,GB,2023-07-25 14:58:58
463,Isla Mujeres,21.2311,-86.731,32.870000000000005,72,63,4.97,MX,2023-07-25 14:58:58
464,Kavaratti,10.5669,72.642,28.170000000000016,74,93,6.33,IN,2023-07-25 14:58:58
465,Muisne,0.6,-80.0333,26.600000000000023,81,93,4.85,EC,2023-07-25 14:58:58
466,Malvan,16.0667,73.4667,25.710000000000036,88,100,7.73,IN,2023-07-25 14:58:58
467,Tobelo,1.7284,128.0095,25.860000000000014,86,100,3.1,ID,2023-07-25 14:58:59
468,Turan,16.0678,108.2208,25.99000000000001,94,20,1.54,VN,2023-07-25 14:57:11
469,Waycross,31.2136,-82.354,33.03000000000003,57,0,1.54,US,2023-07-25 14:58:59
470,Taroa,8.7058,171.2275,28.230000000000018,81,100,7.95,MH,2023-07-25 14:58:59
471,Tolanaro,-25.0319,46.9987,21.04000000000002,60,75,5.14,MG,2023-07-25 14:58:59
472,Spring Creek,40.7266,-115.5859,29.900000000000034,9,7,3.24,US,2023-07-25 14:58:59
473,Bashtanka,47.4072,32.4387,23.390000000000043,63,14,7.97,UA,2023-07-25 14:59:00
474,Rikaze,29.25,88.8833,11.860000000000014,77,100,2.91,CN,2023-07-25 14:59:00
475,Arteche,12.2645,125.4048,26.629999999999995,78,100,5.45,PH,2023-07-25 14:59:00
476,Lander,42.833,-108.7307,33.77000000000004,30,0,3.09,US,2023-07-25 14:59:00
477,Warrnambool,-38.3833,142.4833,7.770000000000039,90,93,3.77,AU,2023-07-25 14:59:00
478,Guelmim,28.987,-10.0574,28.189999999999998,44,0,9.26,MA,2023-07-25 14:59:06
479,Mary,37.0,62.5,32.860000000000014,11,0,4.07,TM,2023-07-25 14:59:06
480,Yukhnov,54.7444,35.2297,17.02000000000004,98,100,2.02,RU,2023-07-25 14:59:06
481,La Sarre,48.8002,-79.1996,23.910000000000025,36,20,2.83,CA,2023-07-25 14:59:06
482,Pedra Azul,-16.0053,-41.2972,22.710000000000036,62,61,4.22,BR,2023-07-25 14:59:06
483,Belchatow,51.3688,19.3567,19.430000000000007,57,100,2.63,PL,2023-07-25 14:59:07
484,San Antonio De Pale,-1.4014,5.6325,22.960000000000036,88,34,4.79,GQ,2023-07-25 14:59:07
485,Buchanan,5.8808,-10.0467,24.620000000000005,89,97,2.92,LR,2023-07-25 14:59:07
486,Ujae,8.9322,165.7642,28.439999999999998,79,96,6.44,MH,2023-07-25 14:59:07
487,Piti Village,13.4626,144.6933,27.390000000000043,94,75,7.2,GU,2023-07-25 14:59:08
488,Homa Bay,-0.5273,34.4571,21.620000000000005,70,95,2.22,KE,2023-07-25 14:59:08
489,Hami,42.8,93.45,29.08000000000004,12,5,5.17,CN,2023-07-25 14:59:08
490,Assab,13.0092,42.7394,33.23000000000002,69,100,7.04,ER,2023-07-25 14:59:08
491,Baruun-Urt,46.6806,113.2792,18.660000000000025,54,43,3.15,MN,2023-07-25 14:59:09
492,Turkmenbasy,40.0222,52.9552,27.430000000000007,50,75,6.17,TM,2023-07-25 14:59:09
493,Sisimiut,66.9395,-53.6735,7.650000000000034,79,75,5.71,GL,2023-07-25 14:59:09
494,Santa Terezinha,-29.9002,-50.0904,18.260000000000048,91,96,2.83,BR,2023-07-25 14:59:09
495,Egersund,58.4513,5.9997,11.879999999999995,86,100,8.84,NO,2023-07-25 14:59:10
496,Telimele,10.9167,-13.3333,22.32000000000005,97,100,1.33,GN,2023-07-25 14:59:11
497,Jalai Nur,49.45,117.7,17.07000000000005,82,100,1.0,CN,2023-07-25 14:59:11
498,Dhuusamarreeb,5.535,46.3861,26.30000000000001,55,87,10.9,SO,2023-07-25 14:59:12
499,Santiago De Cao,-7.9589,-79.2392,23.07000000000005,73,75,3.09,PE,2023-07-25 14:59:12
500,Luanda,-8.8368,13.2343,21.0,88,75,2.06,AO,2023-07-25 14:56:27
501,Kyzyl,51.7,94.45,15.730000000000018,60,48,1.67,RU,2023-07-25 14:59:13
502,Ha Tinh,18.3333,105.9,25.57000000000005,87,10,1.64,VN,2023-07-25 14:59:14
503,Mingora,34.7758,72.3625,24.640000000000043,80,75,1.09,PK,2023-07-25 14:59:14
504,Puerto Aysen,-45.4,-72.7,5.020000000000039,87,75,0.0,CL,2023-07-25 14:59:15
505,Arcachon,44.5875,-1.0519,21.180000000000007,60,100,2.57,FR,2023-07-25 14:59:15
506,Colonia,50.9333,6.95,19.420000000000016,63,20,3.6,DE,2023-07-25 14:59:15
507,Mazagao,-0.115,-51.2894,32.03000000000003,46,94,1.73,BR,2023-07-25 14:59:16
508,Almeirim,-1.5233,-52.5817,34.410000000000025,37,49,1.44,BR,2023-07-25 14:58:48
509,La Malbaie,47.6575,-70.1559,25.30000000000001,81,61,4.26,CA,2023-07-25 14:59:17
510,Vila Do Maio,15.1333,-23.2167,26.439999999999998,83,95,4.16,CV,2023-07-25 14:59:17
511,Stanley,54.868,-1.6985,15.439999999999998,80,40,3.6,GB,2023-07-25 14:59:17
512,El Rosario,24.2556,-107.1828,31.960000000000036,60,97,4.94,MX,2023-07-25 14:59:18
513,Stornoway,58.2093,-6.3865,12.980000000000018,79,40,1.54,GB,2023-07-25 14:59:18
514,Siria,35.0,38.0,27.170000000000016,24,0,5.28,SY,2023-07-25 14:59:18
515,Kerema,-7.9631,145.7785,24.010000000000048,81,95,1.73,PG,2023-07-25 14:59:18
516,Fortaleza,-3.7227,-38.5247,29.07000000000005,61,0,6.69,BR,2023-07-25 14:56:34
517,Dubbo,-32.25,148.6167,4.07000000000005,93,0,4.12,AU,2023-07-25 14:59:19
518,Surendranagar,22.7,71.6833,27.53000000000003,85,100,5.78,IN,2023-07-25 14:59:19
519,Goias,-15.5807,-49.6362,30.810000000000002,25,64,0.52,BR,2023-07-25 14:59:19
520,Taoudenni,22.6783,-3.9836,43.900000000000034,11,34,5.16,ML,2023-07-25 14:59:19
521,Machiques,10.0644,-72.545,35.670000000000016,42,99,3.12,VE,2023-07-25 14:59:20
522,Fort Bragg,35.139,-79.006,35.460000000000036,52,76,1.34,US,2023-07-25 14:59:20
523,Huaicheng,23.9051,112.1931,25.890000000000043,88,69,0.26,CN,2023-07-25 14:59:20
524,Tarko-Sale,64.9225,77.785,19.400000000000034,87,97,5.14,RU,2023-07-25 14:59:20
525,Gunja,44.88,18.8533,25.0,66,100,5.9,HR,2023-07-25 14:59:21
526,Martapura,-3.4167,114.85,23.05000000000001,100,76,1.03,ID,2023-07-25 14:54:52
527,Port Augusta,-32.5,137.7667,6.75,75,0,1.48,AU,2023-07-25 14:59:21
528,San Luis,-33.295,-66.3356,16.170000000000016,36,0,2.19,AR,2023-07-25 14:59:21
529,Acarau,-2.8856,-40.12,29.24000000000001,60,6,8.28,BR,2023-07-25 14:59:22
530,Simitli,41.8833,23.1167,28.590000000000032,39,2,1.88,BG,2023-07-25 14:59:22
531,Avon Lake,41.5053,-82.0282,29.360000000000014,72,40,4.63,US,2023-07-25 14:59:22
532,Onega,63.9061,38.1404,12.730000000000018,96,63,2.11,RU,2023-07-25 14:59:22
533,Tahe,52.3333,124.7333,14.5,92,54,1.04,CN,2023-07-25 14:59:23
534,Cheney,47.4874,-117.5758,23.54000000000002,49,75,6.17,US,2023-07-25 14:57:47
535,Al Bawiti,28.3492,28.8659,33.160000000000025,25,1,6.02,EG,2023-07-25 14:59:23
536,Six-Fours-Les-Plages,43.0938,5.84,25.730000000000018,44,3,4.92,FR,2023-07-25 14:59:23
537,Kapuskasing,49.4169,-82.4331,25.05000000000001,43,75,7.2,CA,2023-07-25 14:59:24
538,Pizarro,4.9533,-77.366,27.200000000000045,86,100,3.82,CO,2023-07-25 14:59:24
539,Castellammare Del Golfo,38.0188,12.8858,31.0,62,7,1.58,IT,2023-07-25 14:59:24
540,Taulaga,-11.0553,-171.0883,28.200000000000045,69,100,7.86,AS,2023-07-25 14:59:24
541,Nsanje,-16.92,35.262,19.960000000000036,58,1,2.08,MW,2023-07-25 14:59:25
542,Aquin,18.2833,-73.4,31.730000000000018,58,99,1.46,HT,2023-07-25 14:59:25
543,Abepura,-2.6333,140.5833,25.450000000000045,83,20,0.0,ID,2023-07-25 14:59:25
544,Ulladulla,-35.35,150.4667,8.020000000000039,88,24,2.24,AU,2023-07-25 14:59:25
545,Tutong,4.8,114.65,26.05000000000001,85,100,2.53,BN,2023-07-25 14:59:26
546,Lisakovsk,52.5369,62.4936,21.57000000000005,59,98,2.81,KZ,2023-07-25 14:59:26
